user_id,fix_location_state,fix_age
193898,pennsylvania,10
195347,california,10
195469,newyork,40
195694,arizona,30
197364,georgia,35
198046,wisconsin,100
198412,newjersey,20
198483,maryland,10
198711,minnesota,100
199092,zuidholland,100
199640,washington,10
200234,ontario,100
200402,california,40
201548,badenwuerttemberg,30
202619,california,30
203649,kentucky,50
204504,newyork,50
205963,california,100
206423,maryland,10
207259,kentucky,40
207291,queensland,10
207782,texas,30
207825,alaska,100
208147,washington,50
208607,missouri,10
210276,florida,100
210717,newyork,50
210838,missouri,100
211321,ohio,20
213220,pennsylvania,10
213760,nebraska,35
214786,kentucky,10
215256,california,35
215949,michigan,10
216670,florida,10
216683,california,10
217375,florida,40
217516,virginia,100
217986,michigan,40
218121,england,10
221445,oregon,10
222217,hamburg,30
223331,florida,10
224435,michigan,30
224764,newjersey,10
225717,mazowiecka,35
225810,california,100
225826,texas,30
225989,california,30
226638,nevada,100
227392,massachusetts,35
229011,virginia,10
231237,hawaii,10
232131,california,10
232271,iowa,50
232945,rhodeisland,30
233731,ontario,50
234623,maine,10
235059,colorado,30
235842,iowa,50
235935,newjersey,50
236172,virginia,35
240024,texas,50
240144,wisconsin,35
240567,newjersey,35
240951,texas,50
241306,northcarolina,35
241548,california,50
241666,california,40
241980,virginia,40
242843,arizona,50
242891,texas,100
243930,seinesaintdenis,50
244349,california,50
244627,tennessee,35
244761,california,10
245616,california,30
245963,missouri,10
246333,tennessee,35
246655,northcarolina,10
250101,arizona,100
250184,washington,10
251122,iowa,10
251377,california,10
251613,california,35
253106,newyork,50
254971,idaho,100
255719,ohio,35
256407,missouri,100
256925,kentucky,35
258534,texas,35
258884,illinois,10
259078,alaska,50
259223,idaho,100
259543,california,10
259778,oregon,10
259846,calabria,10
260897,illinois,30
261378,nebraska,10
261829,ap,35
262846,southcarolina,10
263163,texas,30
263644,massachusetts,10
263877,britishcolumbia,50
265115,california,10
265276,montana,40
265313,northcarolina,35
266268,southcarolina,10
267549,washington,35
268330,florida,30
269566,washington,10
269614,wisconsin,50
271284,virginia,100
271558,nevada,40
273190,florida,100
273979,pennsylvania,30
274167,yukonterritory,100
274308,florida,35
274823,texas,10
276641,porto,30
277478,zuidholland,35
3373,california,35
4781,england,50
5555,poitoucharentes,10
6026,maine,10
6242,alberta,10
7210,newbrunswick,10
8362,california,30
8570,newyork,30
11104,pennsylvania,10
12863,england,30
14449,saskatchewan,100
16231,ontario,35
17003,california,10
20265,florida,30
21870,pennsylvania,10
22625,newyork,100
27624,england,100
28056,pennsylvania,40
32793,quebec,30
34588,oregon,10
34864,franchecomt,40
36197,kansas,50
36715,kentucky,10
36907,ontario,40
40330,maryland,10
40612,michigan,30
43619,massachusetts,30
49980,newyork,30
52832,illinois,10
57105,georgia,35
58363,colorado,100
61619,oregon,10
63956,kansas,30
64763,illinois,50
68943,england,10
69378,hawaii,50
75723,michigan,10
77181,kentucky,35
80683,delaware,30
80837,florida,35
82407,dc,10
85653,pennsylvania,100
85656,oregon,50
86219,rheinlandpfalz,30
86243,canterbury,10
86835,washington,10
87746,connecticut,100
89856,washington,35
91931,britishcolumbia,50
92810,michigan,100
93698,britishcolumbia,100
95392,ontario,30
95932,england,40
99946,illinois,10
100459,california,40
101043,pennsylvania,10
101559,virginia,10
101851,oregon,30
102327,georgia,10
102359,missouri,10
102430,wisconsin,40
104796,alaska,40
105214,pennsylvania,35
105517,alberta,30
107258,massachusetts,10
108005,wisconsin,30
112026,colorado,20
114698,washington,100
116210,noordbrabant,50
117041,arizona,10
118135,porto,30
119858,colorado,100
120807,newmexico,50
124298,california,30
124874,newjersey,35
125774,tehran,40
127429,missouri,30
129373,washington,100
129716,florida,35
132230,pennsylvania,100
132930,england,30
134869,california,10
136205,illinois,40
143968,florida,40
144803,arkansas,30
146932,florida,35
148744,wisconsin,100
150968,england,50
153042,michigan,40
153577,michigan,10
153662,georgia,50
156150,newjersey,40
157273,texas,40
157799,noordholland,50
159732,newjersey,50
160032,badenwuerttemberg,10
165319,arizona,30
167812,britishcolumbia,40
171295,maryland,30
173018,canterbury,10
174326,manitoba,40
174633,tennessee,35
175003,texas,35
176838,uusimaa,30
178667,newjersey,35
184299,nebraska,35
187145,washington,100
196457,washington,10
202182,missouri,30
202547,kentucky,30
204864,california,50
204909,utah,10
207965,oregon,50
212847,texas,10
212849,florida,100
215388,california,10
218421,britishcolumbia,35
221232,southcarolina,30
223402,california,40
224138,california,10
224236,newjersey,10
227025,saskatchewan,35
227275,saskatchewan,50
227884,virginia,30
230249,pennsylvania,10
231210,virginia,50
232103,northcarolina,35
234205,florida,20
235011,washington,10
237436,idaho,10
238120,kentucky,30
240353,texas,50
240401,colorado,100
241214,missouri,10
243879,california,35
244171,illinois,100
244643,california,10
250764,oregon,10
250892,florida,30
251150,newyork,10
252627,arizona,10
253855,alberta,30
254160,california,35
258109,hamburg,40
258747,california,50
264543,massachusetts,10
264657,missouri,30
266283,washington,100
267293,california,10
269688,illinois,10
269799,newyork,10
271135,michigan,10
271144,newmexico,30
274056,washington,30
277711,badenwuerttemberg,35
278418,nebraska,10
6910,washington,10
7913,california,50
58516,ohio,35
59971,texas,30
60244,texas,50
79089,kansas,30
98758,alberta,30
113817,victoria,30
126604,massachusetts,30
146348,oregon,10
172760,texas,30
187763,newyork,35
196108,washington,35
206202,illinois,20
271622,aruba,10
3675,espaa,30
6366,madrid,30
13872,espaa,20
16654,andalucia,40
16673,cadiz,35
17183,zaragoza,30
18384,baleares,40
55217,pontevedra,30
80908,catalunya,35
94985,catalunya,40
105476,aragn,30
124888,barcelona,30
126644,aragon,35
131126,espaa,35
134556,cantabria,30
136633,burgos,35
137437,sevilla,30
141518,pontevedra,30
152107,zaragoza,50
156502,aragn,35
157118,vizcaya,10
158627,castillaylen,35
164533,barcelona,50
182987,lava,10
187810,catalunya,50
189750,andaluca,30
214920,catalunya,40
217740,madrid,40
229501,zaragoza,30
240440,espaa,35
241268,espaa,35
248325,dc,35
254982,guipuzcoa,30
267172,alicante,30
12,california,10
67997,oregon,100
14,iowa,10
164027,ontario,10
174791,california,40
259901,manitoba,10
242,badenwuerttemberg,40
487,texas,10
626,steiermark,50
899,nordrheinwestfalen,30
901,massachusetts,30
1025,england,35
1140,newjersey,20
1343,england,35
1435,missouri,40
1486,victoria,100
1733,westvirginia,35
1863,bayern,50
1903,taiwan,40
2411,florida,40
2766,texas,50
3032,newsouthwales,50
3556,northdakota,100
4092,tennessee,30
4131,england,100
4285,michigan,100
4514,braga,30
4571,victoria,30
4784,colorado,30
5126,california,100
5471,espaa,100
5506,newyork,20
5543,maryland,30
5581,newsouthwales,30
5604,bayern,50
5815,maryland,10
5916,victoria,35
6120,kentucky,40
6251,hawaii,35
6431,texas,35
6507,guipzcoa,30
6543,missouri,35
7105,england,10
7125,ae,30
7158,nebraska,35
7286,washington,30
7426,california,10
7864,selangor,20
8361,victoria,30
8453,california,50
8529,larioja,10
8660,tirol,30
8674,na,30
8681,florida,35
8685,georgia,35
9080,saopaulo,30
9224,virginia,10
9381,surrey,10
9414,suffolk,40
9571,schleswigholstein,30
9908,georgia,40
10118,minnesota,50
10494,arizona,30
10532,westyorkshire,30
10570,na,10
10590,selangor,30
10649,buenosaires,30
10819,virginia,30
11120,uusimaa,100
11245,ontario,10
11554,texas,40
11690,rheinlandpfalz,35
11724,pennsylvania,50
11768,punjab,20
11832,alaska,10
11944,porto,30
11993,colorado,40
12189,ourense,30
12264,idaho,40
12272,prahova,20
12331,georgia,35
12512,overijssel,35
12835,hamburg,40
13088,emiliaromagna,20
13093,aragon,30
13221,nunavut,50
13479,zuidholland,35
13600,georgia,10
13664,california,10
13722,arkansas,50
14049,britishcolumbia,10
14079,valencia,50
14212,georgia,50
14336,england,30
14387,leicestershire,40
14461,nordrheinwestfalen,35
15049,texas,30
15418,lava,30
15459,wisconsin,10
15523,selangor,30
15957,newsouthwales,30
16086,england,40
16130,california,35
16151,tasmania,40
16155,kualalumpur,50
16263,wisconsin,10
16319,southaustralia,50
16504,sarawak,30
16634,arkansas,50
16943,newsouthwales,10
16999,virginia,50
17282,pennsylvania,40
17507,ohio,40
17842,dc,30
17890,wisconsin,20
17950,selangor,35
18097,schleswigholstein,30
18199,colorado,100
18323,georgia,50
18527,fars,50
19085,wisconsin,100
19974,england,35
20060,maryland,50
20147,ohio,10
20201,ohio,35
20401,steiermark,30
20911,texas,100
20983,newjersey,50
21031,virginia,40
21252,minnesota,30
21268,southcarolina,100
21364,california,35
21368,midlothian,35
21404,britishcolumbia,10
21484,wisconsin,30
21576,tennessee,35
21659,california,35
21660,tennessee,100
21860,washington,10
22012,australiancapitalterritory,10
22082,riodejaneiro,30
22121,scotland,35
22338,missouri,35
22343,lisbon,30
22362,california,35
22648,alsace,40
22710,nordrheinwestfalen,35
22981,bretagne,30
23021,california,20
23296,victoria,100
23366,britishcolumbia,100
23571,california,50
23680,california,10
23902,england,10
24188,maryland,10
24194,illinois,30
24261,england,100
24664,beiralitoral,10
24921,arizona,30
25395,northcarolina,100
25419,southaustralia,20
25533,england,40
25583,massachusetts,10
25636,england,50
25695,newmexico,35
25768,westernaustralia,35
25890,nj,10
25893,sachsenanhalt,30
25895,georgia,10
26371,britishcolumbia,100
26443,hautsdeseine,30
26509,maryland,10
26525,california,100
26583,quebec,10
26706,missouri,30
26806,newsouthwales,20
26813,umbria,30
26979,manitoba,10
27140,maryland,50
27462,ohio,10
27568,england,100
27650,australiancapitalterritory,30
27740,california,100
27812,california,35
27813,texas,35
28091,colorado,10
28204,novascotia,100
28262,california,40
28360,georgia,20
28492,england,35
28591,tennessee,35
28632,britishcolumbia,40
28648,iowa,20
28663,catalunya,10
28735,niedersachsen,100
28764,canterbury,30
28800,alacant,100
28804,ontario,100
28938,northcarolina,40
29259,california,40
29694,victoria,50
29702,illinois,100
29855,connecticut,100
30144,armedforceseurope,10
30261,england,30
30273,florida,30
30341,maine,10
30445,kualalumpur,30
30509,norfolk,100
30527,northcarolina,50
30712,scotland,10
30727,sachsen,30
30806,novascotia,30
30898,virginia,50
30972,alabama,50
31466,ontario,30
31619,ontario,10
31652,virginia,10
31826,missouri,100
32329,texas,35
32440,otago,10
32467,pennsylvania,20
32483,espaa,20
32627,wyoming,50
32721,hautegaronne,40
32773,kansas,30
32817,queensland,10
32963,illinois,100
33336,noordholland,10
33487,southaustralia,30
33535,westernaustralia,40
33580,northcarolina,30
33816,ontario,35
33875,britishcolumbia,30
33888,england,50
33890,arizona,20
33943,rhnealpes,30
34148,newsouthwales,50
34215,queensland,30
34244,england,50
34300,ontario,40
34823,niedersachsen,30
34936,hawaii,40
34994,brussels,100
35055,alberta,30
35321,california,35
35513,austria,50
35910,california,20
36003,selangor,30
36041,california,50
36417,newfoundland,100
36656,metromanila,30
36701,illinois,100
36811,northcarolina,100
37074,maine,100
37293,yukonterritory,50
37310,georgia,35
37538,kualalumpur,10
37546,mlaga,30
37550,oregon,20
37567,kent,40
37615,southcarolina,30
37691,uusimaa,30
37712,ohio,30
37950,alberta,10
37974,newyork,10
37989,california,100
38023,california,35
38219,castillayleon,50
38229,california,30
38281,espaa,35
38418,sopaulo,30
38464,norwich,35
38556,alberta,10
38762,texas,30
38802,uusimaa,30
39281,newjersey,50
39396,nordrheinwestfalen,30
39602,victoria,100
39773,florida,50
40012,taranaki,50
40110,nebraska,10
40299,ohio,10
40559,california,10
40841,missouri,40
40919,colorado,100
40943,oklahoma,50
40958,quebec,30
41057,britishcolumbia,100
41135,nordrheinwestfalen,40
41183,england,35
41278,northcarolina,100
41425,canterbury,35
41586,california,100
41596,distritofederal,50
41667,california,10
41701,aquitaine,30
41757,alberta,100
41841,alberta,10
42032,victoria,50
42123,oregon,40
42128,illinois,50
42419,newyork,35
42434,california,50
42651,florida,10
42679,victoria,100
42724,ohio,40
42914,tennessee,30
42962,alberta,10
43246,ontario,40
43418,britishcolumbia,10
43687,california,30
43806,minnesota,35
43842,arizona,10
43909,na,30
43962,southaustralia,30
44296,newsouthwales,30
44297,canterbury,30
44634,england,40
44728,kentucky,35
44768,pennsylvania,35
44845,texas,30
44925,england,35
45002,varsinaissuomi,30
45666,sevenmilebeach,35
46006,victoria,100
46050,britishcolumbia,40
46184,newyork,10
46269,pernambuco,30
47037,nordrheinwestfalen,40
47128,illinois,35
47448,sevilla,30
47613,alabama,20
47635,kualalumpur,10
48025,missouri,50
48046,newyork,10
48445,newyork,40
48494,california,100
48539,alabama,30
48595,newhampshire,30
48630,newjersey,35
49109,utah,40
49204,florida,20
49335,california,10
49460,kansas,40
49582,paysdelaloire,30
49634,westerncape,100
49954,newyork,10
50092,california,50
50165,washington,50
50201,cumbria,35
50409,newsouthwales,30
50521,southcarolina,50
50605,washington,10
50628,almada,35
50858,california,20
51375,arizona,100
51803,ontario,35
51856,kansas,100
51944,washington,100
52002,indiana,10
52060,ontario,40
52425,newmexico,10
52531,england,40
52635,oregon,30
52807,alberta,40
52847,california,35
52917,washington,50
53042,connecticut,100
53140,idaho,10
53174,florida,30
53189,alabama,10
53281,ontario,10
53418,washington,30
53614,barreiro,35
53628,bretagne,30
53688,iledefrance,30
54118,newfoundland,50
54148,newsouthwales,100
54206,pennsylvania,30
54453,idaho,10
54564,minnesota,35
54648,indiana,10
54850,newsouthwales,50
54911,california,20
55178,oklahoma,30
55187,california,50
55734,alberta,40
55892,texas,50
55894,england,30
55927,minnesota,20
56103,queensland,20
56271,england,30
56272,ontario,20
56276,catalunya,20
56360,wien,40
56391,nm,50
56399,surrey,100
56856,california,30
56959,newjersey,100
57006,oklahoma,35
57039,na,10
57148,scotland,30
57412,porto,30
57449,badenwrttemberg,30
57515,algarve,50
57868,badenwuerttemberg,30
57954,northdakota,40
58077,arizona,20
58255,california,20
58297,otago,20
58456,england,35
58756,florida,50
58855,illinois,40
59150,britishcolumbia,40
59269,indiana,10
59559,florida,30
59616,victoria,10
59756,serbia,30
59912,california,30
59994,novascotia,30
60050,newyork,50
60067,maryland,50
60277,massachusetts,10
60319,newjersey,10
60633,texas,50
60797,wales,30
60809,alsace,35
61028,southcarolina,100
61668,maine,50
61750,georgia,10
61798,maryland,10
61982,na,30
62410,maine,30
62464,california,30
62670,lisboa,30
62862,connecticut,50
62891,newjersey,30
62954,florida,10
63074,istanbul,50
63293,virginia,40
63506,saskatchewan,10
63665,ge,30
63714,england,30
63765,england,50
63812,pontevedra,30
63953,newsouthwales,30
63970,missouri,10
64373,vienne,30
64436,california,40
64448,noordholland,30
64629,oregon,100
64775,britishcolumbia,50
64819,illinois,50
64946,illinois,35
65145,newjersey,100
65258,michigan,50
65323,cambridgeshire,35
65370,tennessee,40
65467,tennessee,50
65996,niedersachsen,40
66088,missouri,50
66096,missouri,100
66428,cavite,20
66443,quebec,30
66485,berlin,10
67089,illinois,100
67193,arizona,20
67244,michigan,20
67371,kapiticoast,10
67415,minnesota,30
67515,california,50
67598,nordrheinwestfalen,30
67628,coimbra,30
67636,britishcolumbia,10
67704,kualalumpur,10
67840,texas,100
67994,victoria,100
68014,england,20
68081,pennsylvania,10
68426,britishcolumbia,30
68555,michigan,10
69042,alberta,100
69089,newsouthwales,30
69102,colorado,30
69405,gelderland,40
69493,armedforcespacificap,50
69499,newsouthwales,35
69721,minnesota,35
69971,northcarolina,50
70052,ontario,35
70153,alberta,35
70222,ontario,100
70238,bayern,30
70314,britishcolumbia,30
70415,florida,100
70450,ontario,30
70550,westernaustralia,40
70571,california,100
70649,wyoming,35
70731,victoria,40
71162,novascotia,50
71234,maryland,35
71464,georgia,30
71470,ontario,100
71662,missouri,30
71711,wisconsin,30
71853,massachusetts,30
71974,valladolid,35
72030,texas,40
72112,novascotia,10
72124,florida,30
72214,ontario,50
72282,ontario,100
72347,zh,35
72424,victoria,100
72687,southaustralia,100
72992,iledefrance,50
73196,arkansas,40
73224,utah,50
73260,minnesota,35
73394,california,35
73490,arizona,10
73681,setbal,30
73691,massachusetts,30
73782,florida,35
73923,california,30
73940,iowa,100
74121,essex,50
74189,minnesota,30
74903,california,30
74910,ontario,30
75081,illinois,30
75286,alberta,10
75339,hamburg,10
75405,minnesota,50
75436,michigan,10
75491,virginia,30
75599,hamburg,30
75842,illinois,50
76151,southdakota,50
76168,massachusetts,10
76223,lisboa,30
76301,metromanila,20
76350,england,30
76413,missouri,30
76901,alberta,20
76968,nordrheinwestfalen,30
77332,southcarolina,100
77480,washington,100
77809,newjersey,30
78553,california,50
78637,florida,20
78755,nordrheinwestfalen,100
78777,washington,10
78797,canterbury,100
78844,oregon,100
78941,wien,40
79366,minnesota,10
79738,wisconsin,100
79821,scotland,40
79942,queensland,30
80075,bayern,10
80266,hessen,50
80555,wiltshire,30
80820,california,10
80945,badenwrttemberg,50
81045,oregon,10
81064,california,50
81138,princeedwardisland,10
81153,england,30
81227,scotland,30
81368,arizona,30
81399,arkansas,30
81492,texas,30
81609,kentucky,100
81639,texas,35
81759,minnesota,30
81771,california,40
81848,missouri,40
81854,florida,30
81855,westsussex,50
81862,southyorkshire,30
81950,wien,30
82192,newsouthwales,10
82317,distritofederal,30
82398,kansas,100
82426,lisboa,30
82511,toscana,10
82831,tennessee,30
82877,california,30
83156,virginia,100
83407,michigan,20
83469,virginia,30
83561,newjersey,50
83579,southaustralia,10
83880,thueringen,40
84476,michigan,20
84682,oregon,50
84880,missouri,10
85043,virginia,10
85419,indiana,100
85433,badenwuerttemberg,35
85667,newsouthwales,30
85701,georgia,40
85769,aveiro,30
85944,otago,30
85993,oregon,50
86033,newsouthwales,30
86123,ontario,10
86462,ontario,30
86548,prahova,30
86809,metromanila,30
87002,virginia,40
87051,colorado,35
87143,ohio,100
87555,kentucky,35
87595,espaa,50
87649,victoria,100
87707,iledefrance,30
87712,novascotia,20
87729,coimbra,30
87794,newhampshire,35
88142,metromanila,20
88203,otago,30
88229,wyoming,50
88283,hamburg,30
88412,ontario,40
88693,shanghai,35
88729,michigan,35
88733,texas,10
89207,england,30
89361,nordrheinwestfalen,30
89507,newjersey,35
89558,barcelona,30
89867,quebec,30
90137,virginia,50
90286,queensland,30
90609,virginia,30
90694,thringen,40
91026,kildare,50
91049,missouri,30
91074,newsouthwales,10
91254,espaa,35
91342,doha,30
91424,nebraska,100
91449,surrey,35
91553,california,35
91634,pennsylvania,10
91692,washington,100
92405,nordrheinwestfalen,30
92652,newbrunswick,35
92693,pennsylvania,20
92722,oklahoma,100
92727,georgia,35
92853,england,10
93047,newhampshire,100
93085,iowa,35
93257,california,10
93274,limburg,20
93562,wisconsin,100
93578,ontario,100
93732,california,100
93795,california,10
94023,kent,100
94099,newjersey,30
94101,silesia,30
94209,britishcolumbia,30
94494,washington,30
94782,nordrheinwestfalen,30
94853,canterbury,30
94865,bremen,30
94883,florida,100
94923,newjersey,50
95025,idaho,30
95250,kentucky,10
95261,southaustralia,10
95301,victoria,20
95359,southcarolina,35
95786,virginia,35
95903,ohio,30
95923,newjersey,20
96440,newyork,30
96493,canterbury,10
96521,britishcolumbia,30
96659,southaustralia,40
96679,westernaustralia,30
97050,selangor,30
97807,stergtland,40
97945,nebraska,35
98026,novascotia,50
98210,georgia,30
98297,uusimaa,30
98628,kuwait,20
98655,florida,100
98787,victoria,30
98893,badajoz,30
98975,newsouthwales,50
99026,california,40
99032,newyork,30
99281,washington,20
99347,michigan,35
99623,australiancapitalterritory,10
99630,massachusetts,30
99652,arizona,40
99955,newyork,20
100108,hessen,100
100217,england,35
100264,ohio,40
100434,niedersachsen,30
100452,britishcolumbia,10
100682,sumaterautara,20
100881,norfolk,10
100995,berlin,30
101171,britishcolumbia,10
101172,quebec,30
101315,newjersey,35
101538,westernaustralia,20
101550,buenosaires,30
101666,wien,50
101861,colorado,100
101900,oregon,100
102019,washington,35
102032,alaska,35
102164,badenwuerttemberg,50
102196,niedersachsen,30
102275,michigan,100
102321,hampshire,50
102322,nrw,100
103554,novascotia,10
103740,florida,35
103811,minnesota,30
103871,missouri,50
104058,delaware,10
104113,missouri,30
104211,tennessee,40
104243,pennsylvania,100
104268,georgia,30
104486,tennessee,30
105295,hamburg,10
105695,kansas,40
105745,espaa,10
105795,alicante,30
105968,alaska,50
106656,oklahoma,50
106742,wien,20
106816,missouri,100
107042,nordrheinwestfalen,10
107270,niedersachsen,40
107301,london,35
107376,newsouthwales,40
107431,texas,10
107645,barcelona,30
107718,california,30
107923,scotland,30
108687,barcelona,30
108700,florida,50
108752,louisiana,35
108805,wales,100
109049,minnesota,35
109103,maine,10
109107,california,20
109235,jawatimur,30
109344,nordrheinwestfalen,50
109427,na,40
109461,oklahoma,35
109591,sachsen,30
109823,victoria,20
109864,colorado,10
109901,newsouthwales,100
110029,england,30
110076,ontario,100
110309,california,35
110579,texas,30
110609,tokyo,35
110746,wales,100
110853,newyork,35
110935,newyork,100
111035,california,10
111162,nepal,20
111269,newyork,35
111433,ohio,30
111578,california,10
111747,florida,100
111947,newmexico,35
112083,arizona,30
112432,england,40
112765,newjersey,40
113030,britishcolumbia,30
113121,utah,30
113292,ca,40
113904,maryland,35
114143,victoria,35
114178,tokyo,35
114216,quebec,10
114288,england,10
114414,texas,30
114434,nevada,40
114444,virginia,35
114446,wales,30
114893,england,35
114983,queensland,30
114988,texas,40
115148,england,30
115679,nevada,20
115692,virginia,35
115714,massachusetts,50
115904,lancashire,30
115995,michigan,35
116341,flanders,30
117111,ontario,35
117581,illinois,50
117683,england,30
118275,wojmazowieckie,30
118372,michigan,30
118434,northernterritory,30
118533,oklahoma,40
118654,kentucky,10
118683,newhampshire,100
