user_id,location_city,location_state,location_country,fix_age
388,nashville,tennessee,usa,40
2977,richland,washington,usa,30
3329,grantsville,utah,usa,10
6795,portland,oregon,usa,35
7346,sunnyvale,california,usa,50
7352,houston,texas,usa,100
9419,somewhere,texas,usa,10
9747,ofallon,missouri,usa,10
9856,glendale,california,usa,30
11224,tumwater,washington,usa,100
12685,charlotte,northcarolina,usa,10
12923,louisville,kentucky,usa,40
13552,cordova,tennessee,usa,35
13582,lisboa,lisboa,portugal,30
14521,providence,rhodeisland,usa,10
16666,rogersville,tennessee,usa,10
16795,mechanicsville,maryland,usa,50
17761,pinckney,michigan,usa,10
19445,selden,newyork,usa,10
20435,fairhope,alabama,usa,100
20462,bossiercity,louisiana,usa,10
20801,riodejaneiro,riodejaneiro,brazil,30
20916,elmwood,massachusetts,usa,10
21264,northbrunswick,newjersey,usa,35
23511,chapelhill,northcarolina,usa,100
23768,stlouis,missouri,usa,50
26240,sacramento,california,usa,10
26544,woodbridge,virginia,usa,40
26593,peoria,illinois,usa,10
27684,knox,pennsylvania,usa,10
28123,indiuanapolis,indiana,usa,10
28619,hartford,connecticut,usa,10
29654,offenbach,hessen,germany,50
30487,newburypark,california,usa,50
30533,charleston,southcarolina,usa,10
31299,homercity,pennsylvania,usa,100
31315,henryville,indiana,usa,35
31556,chulavista,california,usa,100
31560,charleston,southcarolina,usa,10
31694,chulavista,california,usa,10
32516,strose,louisiana,usa,50
35857,mentor,ohio,usa,40
35859,duluth,minnesota,usa,10
36606,sanmarcos,california,usa,40
37874,williamsburg,virginia,usa,50
38718,aloha,oregon,usa,10
38991,cumby,texas,usa,100
39345,jacksonville,florida,usa,50
39646,fairlesshills,pennsylvania,usa,40
40889,brainerd,minnesota,usa,40
41781,clintontwp,michigan,usa,100
44663,klang,selangor,malaysia,10
45585,sandiego,california,usa,10
46389,pineknollshores,northcarolina,usa,100
46767,leipzig,sachsen,germany,30
47971,toronto,ontario,canada,50
48268,vienna,vienna,austria,20
48911,neworleans,louisiana,usa,100
49168,ivydale,westvirginia,usa,100
49994,clintonville,wisconsin,usa,50
52584,livermore,california,usa,50
52994,colton,california,usa,10
54005,lacey,washington,usa,100
54884,nashua,newhampshire,usa,35
55027,burlington,ontario,canada,50
55492,antioch,illinois,usa,50
57108,newyork,newyork,usa,40
57423,coburg,oregon,usa,10
57632,pearland,texas,usa,10
59038,sanantonio,texas,usa,30
59390,uniontown,pennsylvania,usa,10
60130,lowell,arkansas,usa,50
60569,chardon,ohio,usa,50
60683,hartford,connecticut,usa,50
62667,warsaw,virginia,usa,100
62881,milwaukee,wisconsin,usa,40
63470,reno,nevada,usa,100
64535,fredericksburg,virginia,usa,50
64679,buffalogrove,illinois,usa,10
66387,kokomo,indiana,usa,100
67487,melbourne,victoria,australia,35
68256,chickasha,oklahoma,usa,30
68537,friendswood,texas,usa,100
69232,mooresville,northcarolina,usa,100
70205,fresno,california,usa,10
70666,warwick,rhodeisland,usa,20
72523,grandisland,newyork,usa,10
72975,minneapolis,minnesota,usa,30
74709,macomb,michigan,usa,30
75691,cincinnati,ohio,usa,20
75819,westfalls,newyork,usa,10
76352,olympia,washington,usa,100
76368,langley,britishcolumbia,canada,10
76942,sacramento,california,usa,30
78165,bologna,emiliaromagna,italy,10
78754,dwight,illinois,usa,10
78834,honolulu,hawaii,usa,30
78973,amadora,lisboa,portugal,30
79186,fairbanks,alaska,usa,40
79740,stlouis,missouri,usa,30
80810,warrensburg,missouri,usa,35
81088,romsey,hampshire,unitedkingdom,20
81298,savannah,georgia,usa,30
82114,fairoaks,california,usa,10
82893,sanantonio,texas,usa,50
83034,fairbanks,alaska,usa,10
84024,abilene,texas,usa,40
84611,fremont,california,usa,10
85534,cleveland,ohio,usa,50
86303,denver,colorado,usa,35
86969,forestgrove,oregon,usa,100
87257,coeurdalene,idaho,usa,10
87929,portland,oregon,usa,30
88006,fresno,california,usa,30
90322,lakeland,florida,usa,10
91633,frenchcamp,california,usa,30
91832,miami,florida,usa,10
93055,stcharles,missouri,usa,10
93363,farmingtonhills,michigan,usa,35
93643,bergheim,texas,usa,10
93772,portland,oregon,usa,10
93800,mountvernon,washington,usa,100
94139,sanmarcos,california,usa,10
94396,shoreline,washington,usa,100
97721,castrovalley,california,usa,50
98012,fridayharbor,washington,usa,50
98468,eugene,oregon,usa,35
98723,cincinnati,ohio,usa,30
98923,libertytownship,ohio,usa,10
100009,victoria,britishcolumbia,canada,50
100393,riverside,california,usa,10
101209,fthuachuca,arizona,usa,50
102647,modesto,california,usa,20
102967,olympia,washington,usa,100
103315,norton,massachusetts,usa,35
103416,tucson,arizona,usa,35
105124,sarasota,florida,usa,10
105937,tampa,florida,usa,30
105979,oakland,california,usa,30
106230,dumas,texas,usa,10
107201,troy,michigan,usa,40
107244,appleton,wisconsin,usa,100
107784,tarentum,pennsylvania,usa,10
108143,cincinnati,ohio,usa,20
108247,winterville,northcarolina,usa,10
110127,cambridge,massachusetts,usa,10
110440,fairfax,virginia,usa,30
110558,losangeles,california,usa,10
110973,wileyford,westvirginia,usa,50
112001,barrensprings,virginia,usa,50
112093,spencer,massachusetts,usa,40
112280,saintcharles,missouri,usa,100
113328,paintedpost,newyork,usa,10
114544,antelope,california,usa,40
115003,asheville,northcarolina,usa,50
115120,shermanoaks,california,usa,30
116127,vancouver,britishcolumbia,canada,10
116428,pickering,ontario,canada,50
117594,moline,illinois,usa,30
118659,blacksburg,virginia,usa,40
120396,boyce,virginia,usa,50
120771,garland,texas,usa,50
122251,hampden,northdakota,usa,35
122440,vancouver,britishcolumbia,canada,30
122658,atlanta,georgia,usa,10
123137,decatur,georgia,usa,10
123430,manning,southcarolina,usa,10
123790,mountvernon,newyork,usa,30
123981,phoenix,arizona,usa,50
124259,boulder,colorado,usa,10
124363,tallahassee,florida,usa,40
124487,ramah,newmexico,usa,10
125039,lafayette,indiana,usa,30
125519,irvine,california,usa,50
126492,westmont,illinois,usa,35
127200,urbana,illinois,usa,10
128185,glendale,california,usa,40
128208,sanantonio,texas,usa,35
128463,jerseycity,newjersey,usa,10
129084,boise,idaho,usa,40
130784,ferndale,washington,usa,10
131046,ellington,connecticut,usa,30
131681,muskegon,michigan,usa,50
131703,endicott,newyork,usa,10
131837,westvalleycity,utah,usa,10
132144,seattle,washington,usa,10
133706,palmyra,westernaustralia,australia,35
133738,indianapolis,indiana,usa,30
134264,phoenix,arizona,usa,10
134797,elkgrove,california,usa,10
134863,sanjose,california,usa,10
135149,ftpierce,florida,usa,10
135831,potomacfalls,virginia,usa,10
136096,arlington,virginia,usa,50
136396,warren,ohio,usa,35
136707,laplace,louisiana,usa,100
137589,enterprise,oregon,usa,40
140824,wetzlar,hessen,germany,100
141444,westspringfield,massachusetts,usa,10
143134,marion,ohio,usa,30
143253,dyersburg,tennessee,usa,30
143939,ellensburg,washington,usa,10
144062,stow,massachusetts,usa,20
144255,riedstadt,hessen,germany,10
144478,galveston,texas,usa,40
144531,pleasanton,california,usa,40
145619,middletown,connecticut,usa,40
146113,cary,northcarolina,usa,10
146279,camdenton,missouri,usa,50
146816,minneapolis,minnesota,usa,10
147965,lakewales,florida,usa,10
149120,hillsdale,michigan,usa,10
150400,sacramento,california,usa,10
150896,vancouver,britishcolumbia,canada,35
151004,millburn,newjersey,usa,50
151063,sanantonio,texas,usa,100
152354,boston,massachusetts,usa,10
152696,studiocity,california,usa,10
153513,littlerock,arkansas,usa,35
153718,roundlake,illinois,usa,30
154730,encinitas,california,usa,50
155495,hoodriver,oregon,usa,30
156300,pinonhills,california,usa,50
159440,lille,nord,france,30
159506,portland,oregon,usa,30
160735,blaine,minnesota,usa,40
160819,miami,florida,usa,50
161870,steubenville,ohio,usa,10
163194,westlinn,oregon,usa,100
163693,decatur,georgia,usa,40
164323,delta,britishcolumbia,canada,35
165618,pforzheim,badenwuerttemberg,germany,10
165842,doylestown,pennsylvania,usa,10
165884,louisville,kentucky,usa,10
166391,hanover,pennsylvania,usa,100
167038,kissimmee,florida,usa,10
167800,olivebranch,mississippi,usa,100
168132,middletown,maryland,usa,40
169403,marietta,georgia,usa,50
170518,gaithersburg,maryland,usa,100
170580,carlsbad,california,usa,10
171078,langley,britishcolumbia,canada,50
172539,lakewood,colorado,usa,10
172742,astoria,oregon,usa,50
173415,chicago,illinois,usa,35
173684,chulavista,california,usa,20
174642,zelienople,pennsylvania,usa,10
175117,royersford,pennsylvania,usa,10
176477,universityheights,ohio,usa,50
176790,irvine,california,usa,50
176894,saltlakecity,utah,usa,35
178130,auburn,washington,usa,50
179068,omaha,nebraska,usa,35
181519,oakville,ontario,canada,10
182459,fortwayne,indiana,usa,30
182746,jacksonville,florida,usa,50
185384,stcharles,missouri,usa,10
185722,longbeach,california,usa,30
186570,rantoul,illinois,usa,30
187266,gordon,nebraska,usa,100
187533,sanjose,california,usa,100
187944,hopatcong,newjersey,usa,50
189655,pittsburgh,pennsylvania,usa,10
190741,corpuschristi,texas,usa,100
192353,lasvegas,nevada,usa,30
192399,grandrapids,michigan,usa,10
193529,florissant,missouri,usa,100
193898,paradise,pennsylvania,usa,10
195347,riverside,california,usa,10
195469,congers,newyork,usa,40
195694,tucson,arizona,usa,30
197364,cumming,georgia,usa,35
198046,milwaukee,wisconsin,usa,100
198412,waretown,newjersey,usa,20
198483,silverspring,maryland,usa,10
198711,littlecanada,minnesota,usa,100
199092,rotterdam,zuidholland,netherlands,100
199640,bellingham,washington,usa,10
200234,rr1battersea,ontario,canada,100
200402,campbell,california,usa,40
201548,rheinfelden,badenwuerttemberg,germany,30
202619,encino,california,usa,30
203649,mountvernon,kentucky,usa,50
204504,woodside,newyork,usa,50
205963,santaclara,california,usa,100
206423,columbia,maryland,usa,10
207259,florence,kentucky,usa,40
207291,brisbane,queensland,australia,10
207782,midland,texas,usa,30
207825,fairbanks,alaska,usa,100
208147,federalway,washington,usa,50
208607,springfield,missouri,usa,10
210276,northfortmyers,florida,usa,100
210717,wantagh,newyork,usa,50
210838,springfield,missouri,usa,100
211321,cincinnati,ohio,usa,20
213220,york,pennsylvania,usa,10
213760,omaha,nebraska,usa,35
214786,boonecounty,kentucky,usa,10
215256,sunvalley,california,usa,35
215949,browncity,michigan,usa,10
216670,pensacola,florida,usa,10
216683,sanjose,california,usa,10
217375,stpetersburg,florida,usa,40
217516,loudouncounty,virginia,usa,100
217986,ypsilanti,michigan,usa,40
218121,brighton,england,unitedkingdom,10
221445,portland,oregon,usa,10
222217,hamburg,hamburg,germany,30
223331,fortlauderdale,florida,usa,10
224435,warren,michigan,usa,30
224764,rockaway,newjersey,usa,10
225717,warsaw,mazowiecka,poland,35
225810,elcajon,california,usa,100
225826,dallas,texas,usa,30
225989,palmdale,california,usa,30
226638,reno,nevada,usa,100
227392,waltham,massachusetts,usa,35
229011,mclean,virginia,usa,10
231237,waianae,hawaii,us,10
232131,oakland,california,usa,10
232271,iowacity,iowa,usa,50
232945,newport,rhodeisland,usa,30
233731,kingston,ontario,canada,50
234623,scarborough,maine,usa,10
235059,aurora,colorado,usa,30
235842,griswold,iowa,usa,50
235935,bridgeton,newjersey,usa,50
236172,chesapeake,virginia,usa,35
240024,amarillo,texas,usa,50
240144,muskego,wisconsin,usa,35
240567,hawthorne,newjersey,usa,35
240951,austin,texas,usa,50
241306,colfax,northcarolina,usa,35
241548,saratoga,california,usa,50
241666,sanfrancisco,california,usa,40
241980,ashburn,virginia,usa,40
242843,scottsdale,arizona,usa,50
242891,rockwall,texas,usa,100
243930,montreuil,seinesaintdenis,france,50
244349,losbanos,california,usa,50
244627,shelbyville,tennessee,usa,35
244761,santarosa,california,usa,10
245616,sacramento,california,usa,30
245963,saintlouis,missouri,usa,10
246333,memphis,tennessee,usa,35
246655,mooresville,northcarolina,usa,10
250101,phoenix,arizona,usa,100
250184,renton,washington,usa,10
251122,hartley,iowa,usa,10
251377,sacramento,california,usa,10
251613,sonoma,california,usa,35
253106,westchestercounty,newyork,usa,50
254971,boise,idaho,usa,100
255719,columbus,ohio,usa,35
256407,florissant,missouri,usa,100
256925,louisville,kentucky,usa,35
258534,mcqueeney,texas,usa,35
258884,belvidere,illinois,usa,10
259078,fairbanks,alaska,usa,50
259223,twinfalls,idaho,idaho,100
259543,southsanfrancisco,california,usa,10
259778,hillsboro,oregon,usa,10
259846,rohnertpark,calabria,usa,10
260897,chicago,illinois,usa,30
261378,omaha,nebraska,usa,10
261829,fpo,ap,usa,35
262846,greenville,southcarolina,usa,10
263163,austin,texas,usa,30
263644,mendon,massachusetts,usa,10
263877,victoria,britishcolumbia,canada,50
265115,vista,california,usa,10
265276,missoula,montana,usa,40
265313,morrisville,northcarolina,usa,35
266268,camden,southcarolina,usa,10
267549,olympia,washington,usa,35
268330,miami,florida,usa,30
269566,seattle,washington,usa,10
269614,beaverdam,wisconsin,usa,50
271284,alexandria,virginia,usa,100
271558,henderson,nevada,usa,40
273190,coconutgrove,florida,usa,100
273979,bloomsburg,pennsylvania,usa,30
274167,whitehorse,yukonterritory,canada,100
274308,delraybeach,florida,usa,35
274823,austin,texas,usa,10
276641,porto,porto,portugal,30
277478,schiedam,zuidholland,netherlands,35
3373,elkgrove,california,usa,35
4781,manchester,england,unitedkingdom,50
5555,perigny,poitoucharentes,france,10
6026,bangor,maine,usa,10
6242,calgary,alberta,canada,10
7210,rothesay,newbrunswick,canada,10
8362,losangeles,california,usa,30
8570,rochester,newyork,usa,30
11104,wyncote,pennsylvania,usa,10
12863,london,england,unitedkingdom,30
14449,saskatoon,saskatchewan,canada,100
16231,kanata,ontario,canada,35
17003,carlsbad,california,usa,10
20265,tampa,florida,usa,30
21870,carlisle,pennsylvania,usa,10
22625,lynbrook,newyork,usa,100
27624,london,england,unitedkingdom,100
28056,lancaster,pennsylvania,usa,40
32793,quebec,quebec,canada,30
34588,westlinn,oregon,usa,10
34864,belfort,franchecomt,france,40
36197,topeka,kansas,usa,50
36715,lexington,kentucky,usa,10
36907,dunnville,ontario,canada,40
40330,germantown,maryland,usa,10
40612,sterlingheights,michigan,usa,30
43619,shrewsbury,massachusetts,usa,30
49980,newhartford,newyork,usa,30
52832,highlandpark,illinois,usa,10
57105,roswell,georgia,usa,35
58363,coloradosprings,colorado,usa,100
61619,coburg,oregon,usa,10
63956,emporia,kansas,usa,30
64763,chicago,illinois,usa,50
68943,coventry,england,unitedkingdom,10
69378,mililani,hawaii,usa,50
75723,farmingtonhills,michigan,usa,10
77181,louisville,kentucky,usa,35
80683,newcastle,delaware,usa,30
80837,fortmyers,florida,usa,35
82407,washington,dc,usa,10
85653,lansdowne,pennsylvania,usa,100
85656,cottagegrove,oregon,usa,50
86219,ludwigshafen,rheinlandpfalz,germany,30
86243,christchurch,canterbury,newzealand,10
86835,mercerisland,washington,usa,10
87746,wallingford,connecticut,usa,100
89856,seattle,washington,usa,35
91931,newwestminster,britishcolumbia,canada,50
92810,manistee,michigan,usa,100
93698,halfmoonbay,britishcolumbia,canada,100
95392,toronto,ontario,canada,30
95932,manchester,england,unitedkingdom,40
99946,chicago,illinois,usa,10
100459,bayarea,california,usa,40
101043,glenshaw,pennsylvania,usa,10
101559,winchester,virginia,usa,10
101851,keizer,oregon,usa,30
102327,atlanta,georgia,usa,10
102359,springfield,missouri,usa,10
102430,portage,wisconsin,usa,40
104796,anchorage,alaska,usa,40
105214,pittsburgh,pennsylvania,usa,35
105517,calgary,alberta,canada,30
107258,lowell,massachusetts,usa,10
108005,greenfield,wisconsin,usa,30
112026,lakewood,colorado,usa,20
114698,olympia,washington,usa,100
116210,oisterwijk,noordbrabant,netherlands,50
117041,mesa,arizona,usa,10
118135,porto,porto,portugal,30
119858,centennial,colorado,usa,100
120807,corrales,newmexico,usa,50
124298,stockton,california,usa,30
124874,warren,newjersey,usa,35
125774,tehran,tehran,iran,40
127429,kansascity,missouri,usa,30
129373,mercerisland,washington,usa,100
129716,tallahassee,florida,usa,35
132230,pittsburgh,pennsylvania,usa,100
132930,wokingham,england,unitedkingdom,30
134869,menifeelakes,california,usa,10
136205,cresthill,illinois,usa,40
143968,wesleychapel,florida,usa,40
144803,littlerock,arkansas,usa,30
146932,miami,florida,usa,35
148744,campbellsport,wisconsin,usa,100
150968,manchester,england,unitedkingdom,50
153042,annarbor,michigan,usa,40
153577,grandrapids,michigan,usa,10
153662,ftstewart,georgia,usa,50
156150,howell,newjersey,usa,40
157273,drippingsprings,texas,usa,40
157799,heemstede,noordholland,netherlands,50
159732,watchung,newjersey,usa,50
160032,heidelberg,badenwuerttemberg,germany,10
165319,tucson,arizona,usa,30
167812,vancouver,britishcolumbia,canada,40
171295,silverspring,maryland,usa,30
173018,christchurch,canterbury,newzealand,10
174326,winnipeg,manitoba,canada,40
174633,nashville,tennessee,usa,35
175003,roundrock,texas,usa,35
176838,helsinki,uusimaa,finland,30
178667,freehold,newjersey,usa,35
184299,omaha,nebraska,usa,35
187145,grapeview,washington,usa,100
196457,seattle,washington,usa,10
202182,stcharles,missouri,usa,30
202547,owensboro,kentucky,usa,30
204864,simivalley,california,usa,50
204909,saltlakecity,utah,usa,10
207965,eugene,oregon,usa,50
212847,angleton,texas,usa,10
212849,ftlauderdale,florida,usa,100
215388,citrusheights,california,usa,10
218421,dawsoncreek,britishcolumbia,canada,35
221232,rockhill,southcarolina,usa,30
223402,sancarlos,california,usa,40
224138,carlsbad,california,usa,10
224236,neptune,newjersey,usa,10
227025,saskatoon,saskatchewan,canada,35
227275,saskatoon,saskatchewan,canada,50
227884,virginiabeach,virginia,usa,30
230249,glenrock,pennsylvania,usa,10
231210,roanoke,virginia,usa,50
232103,durham,northcarolina,usa,35
234205,lakeworth,florida,usa,20
235011,seattle,washington,usa,10
237436,idahofalls,idaho,usa,10
238120,louisville,kentucky,usa,30
240353,houston,texas,usa,50
240401,denver,colorado,usa,100
241214,desoto,missouri,usa,10
243879,losangeles,california,usa,35
244171,moline,illinois,usa,100
244643,santarosa,california,usa,10
250764,cove,oregon,usa,10
250892,stpetersburg,florida,usa,30
251150,eastsetuaket,newyork,usa,10
252627,tucson,arizona,usa,10
253855,edmonton,alberta,canada,30
254160,millbrae,california,usa,35
258109,hamburg,hamburg,germany,40
258747,longbeach,california,usa,50
264543,quincy,massachusetts,usa,10
264657,stlouis,missouri,usa,30
266283,wallawalla,washington,usa,100
267293,ferndale,california,usa,10
269688,chicago,illinois,usa,10
269799,newyork,newyork,usa,10
271135,annarbor,michigan,usa,10
271144,albuquerque,newmexico,usa,30
274056,seattle,washington,usa,30
277711,mannheim,badenwuerttemberg,germany,35
278418,omaha,nebraska,usa,10
6910,bothell,washington,usa,10
7913,missionhills,california,usa,50
58516,rockyriver,ohio,usa,35
59971,kingwood,texas,usa,30
60244,alvin,texas,usa,50
79089,nickerson,kansas,usa,30
98758,calgary,alberta,canada,30
113817,melbourne,victoria,australia,30
126604,northreading,massachusetts,usa,30
146348,tigard,oregon,usa,10
172760,sanantonio,texas,usa,30
187763,nyack,newyork,usa,35
196108,seattle,washington,usa,35
206202,arlingtonheights,illinois,usa,20
271622,malmok,,aruba,10
3675,barcelona,espaa,spain,30
6366,madrid,madrid,spain,30
13872,barcelona,espaa,spain,20
16654,mlaga,andalucia,spain,40
16673,cadiz,cadiz,spain,35
17183,zaragoza,zaragoza,spain,30
18384,palmademallorca,baleares,spain,40
55217,vigo,pontevedra,spain,30
80908,lleida,catalunya,spain,35
94985,santcugatdelvalls,catalunya,spain,40
105476,zaragoza,aragn,spain,30
124888,matar,barcelona,spain,30
126644,zaragoza,aragon,spain,35
131126,barcelona,espaa,spain,35
134556,santander,cantabria,spain,30
136633,burgos,burgos,spain,35
137437,sevilla,sevilla,spain,30
141518,vigo,pontevedra,spain,30
152107,zaragoza,zaragoza,spain,50
156502,zaragoza,aragn,spain,35
157118,bilbao,vizcaya,spain,10
158627,valladolid,castillaylen,spain,35
164533,sitges,barcelona,spain,50
182987,armentia,lava,spain,10
187810,cabrils,catalunya,spain,50
189750,crdoba,andaluca,spain,30
214920,lleida,catalunya,spain,40
217740,madrid,madrid,spain,40
229501,zaragoza,zaragoza,spain,30
240440,barcelona,espaa,spain,35
241268,barcelona,espaa,spain,35
248325,zaragoza,dc,spain,35
254982,sansebastian,guipuzcoa,spain,30
267172,javea,alicante,spain,30
12,fortbragg,california,usa,10
67997,lincolncity,oregon,usa,100
14,mediapolis,iowa,usa,10
164027,burlington,ontario,canada,10
174791,longbeach,california,usa,40
259901,thompson,manitoba,canada,10
242,neuffen,badenwuerttemberg,germany,40
487,houston,texas,usa,10
626,graz,steiermark,austria,50
899,bielefeld,nordrheinwestfalen,germany,30
901,worcester,massachusetts,usa,30
1025,maidstone,england,unitedkingdom,35
1140,bridgewater,newjersey,usa,20
1343,bishopauckland,england,unitedkingdom,35
1435,stlouis,missouri,usa,40
1486,montmorency,victoria,australia,100
1733,independence,westvirginia,usa,35
1863,feucht,bayern,germany,50
1903,hualien,taiwan,taiwan,40
2411,lakecity,florida,usa,40
2766,frisco,texas,usa,50
3032,sydney,newsouthwales,australia,50
3556,bismarck,northdakota,usa,100
4092,hixson,tennessee,usa,30
4131,hemelhempstead,england,unitedkingdom,100
4285,adrian,michigan,usa,100
4514,vilanovadefamalico,braga,portugal,30
4571,melbourne,victoria,australia,30
4784,arvada,colorado,usa,30
5126,chulavista,california,usa,100
5471,barcelona,espaa,spain,100
5506,cortlandtmanor,newyork,usa,20
5543,cumberland,maryland,usa,30
5581,newtown,newsouthwales,australia,30
5604,hattenhofen,bayern,germany,50
5815,rockville,maryland,usa,10
5916,vermont,victoria,australia,35
6120,elizabethtown,kentucky,usa,40
6251,wahiawa,hawaii,usa,35
6431,wylie,texas,usa,35
6507,sansebastin,guipzcoa,spain,30
6543,strafford,missouri,usa,35
7105,chertsey,england,unitedkingdom,10
7125,apo,ae,usa,30
7158,omaha,nebraska,usa,35
7286,pasco,washington,usa,30
7426,la,california,usa,10
7864,klang,selangor,malaysia,20
8361,melbourne,victoria,australia,30
8453,berkeley,california,usa,50
8529,logroo,larioja,spain,10
8660,innsbruck,tirol,austria,30
8674,singapore,na,singapore,30
8681,orlando,florida,usa,35
8685,marietta,georgia,usa,35
9080,campinas,saopaulo,brazil,30
9224,woodbridge,virginia,usa,10
9381,bagshot,surrey,unitedkingdom,10
9414,ipswich,suffolk,unitedkingdom,40
9571,reinbek,schleswigholstein,germany,30
9908,woodstock,georgia,usa,40
10118,minneapolis,minnesota,usa,50
10494,phoenix,arizona,usa,30
10532,shipley,westyorkshire,unitedkingdom,30
10570,singapore,na,singapore,10
10590,shahalam,selangor,malaysia,30
10649,buenosaires,buenosaires,argentina,30
10819,richmond,virginia,usa,30
11120,kerava,uusimaa,finland,100
11245,scarborough,ontario,canada,10
11554,houston,texas,usa,40
11690,landau,rheinlandpfalz,germany,35
11724,westlawn,pennsylvania,usa,50
11768,jalandharcantt,punjab,india,20
11832,juneau,alaska,usa,10
11944,santotirso,porto,portugal,30
11993,lakewood,colorado,usa,40
12189,ourense,ourense,spain,30
12264,kuna,idaho,usa,40
12272,ploiesti,prahova,romania,20
12331,athens,georgia,usa,35
12512,deventer,overijssel,netherlands,35
12835,hamburg,hamburg,germany,40
13088,piacenza,emiliaromagna,italy,20
13093,zaragoza,aragon,spain,30
13221,iqaluit,nunavut,canada,50
13479,rotterdam,zuidholland,netherlands,35
13600,athens,georgia,usa,10
13664,escondido,california,usa,10
13722,benton,arkansas,usa,50
14049,burnaby,britishcolumbia,canada,10
14079,valencia,valencia,spain,50
14212,americus,georgia,usa,50
14336,manchester,england,unitedkingdom,30
14387,coalville,leicestershire,england,40
14461,aachen,nordrheinwestfalen,germany,35
15049,benbrook,texas,usa,30
15418,vitoria,lava,spain,30
15459,grantsburg,wisconsin,usa,10
15523,serikembangan,selangor,malaysia,30
15957,sydney,newsouthwales,australia,30
16086,isleofwight,england,unitedkingdom,40
16130,hercules,california,usa,35
16151,hobart,tasmania,australia,40
16155,kualalumpur,kualalumpur,malaysia,50
16263,ashland,wisconsin,usa,10
16319,keith,southaustralia,australia,50
16504,kuching,sarawak,malaysia,30
16634,littlerock,arkansas,usa,50
16943,sydney,newsouthwales,australia,10
16999,alexandria,virginia,usa,50
17282,irwin,pennsylvania,usa,40
17507,dublin,ohio,usa,40
17842,washington,dc,usa,30
17890,wisconsinrapids,wisconsin,usa,20
17950,puchong,selangor,malaysia,35
18097,kiel,schleswigholstein,germany,30
18199,highlandsranch,colorado,usa,100
18323,augusta,georgia,usa,50
18527,shiraz,fars,iran,50
19085,menomonie,wisconsin,usa,100
19974,bradford,england,unitedkingdom,35
20060,baltimore,maryland,usa,50
20147,cincinnati,ohio,usa,10
20201,grovecity,ohio,usa,35
20401,graz,steiermark,austria,30
20911,katy,texas,usa,100
20983,villas,newjersey,usa,50
21031,alexandria,virginia,usa,40
21252,duluth,minnesota,usa,30
21268,blacksburg,southcarolina,usa,100
21364,sandiego,california,usa,35
21368,currie,midlothian,unitedkingdom,35
21404,westvancouver,britishcolumbia,canada,10
21484,madison,wisconsin,usa,30
21576,memphis,tennessee,usa,35
21659,sanjose,california,usa,35
21660,chattanooga,tennessee,usa,100
21860,bellingham,washington,usa,10
22012,canberra,australiancapitalterritory,australia,10
22082,riodejaneiro,riodejaneiro,brazil,30
