user_id,location_city,location_state,location_country,fix_age
6795,portland, oregon, usa,35
7346,sunnyvale, california, usa,50
7352,houston, texas, usa,100
9419,somewhere, texas, usa,10
9747,o`fallon, missouri, usa,10
9856,glendale, colorado, usa,30
11224,tumwater, washington, usa,100
12685,charlotte, north carolina, usa,10
12923,louisville, kentucky, usa,40
13552,cordova, tennessee, usa,35
13582,lisboa, lisboa, portugal,30
14521,providence, rhode island, usa,10
16666,others, tennessee, usa,10
16795,mechanicsville, maryland, usa,50
17761,others, michigan, usa,10
19445,others, new york, usa,10
20435,fairhope, alabama, usa,100
20462,bossier city, louisiana, usa,10
20801,rio de janeiro, rio de janeiro, brazil,30
20916,others, massachusetts, usa,10
21264,others, new jersey, usa,35
23511,chapel hill, north carolina, usa,100
23768,st. louis, missouri, usa,50
26240,sacramento, california, usa,10
26544,woodbridge, virginia, usa,40
26593,peoria, arizona, usa,10
27684,others, pennsylvania, usa,10
28123,others, indiana, usa,10
28619,hartford, connecticut, usa,10
29654,others, hessen, germany,50
30487,others, california, usa,50
30533,charleston, south carolina, usa,10
31299,others, pennsylvania, usa,100
31315,others, indiana, usa,35
31556,chula vista, california, usa,100
31560,charleston, south carolina, usa,10
31694,chula vista, california, usa,10
32516,others, louisiana, usa,50
35857,mentor, ohio, usa,40
35859,duluth, minnesota, usa,10
36606,san marcos, california, usa,40
37874,williamsburg, virginia, usa,50
38718,aloha, ,,10
38991,others, texas, usa,100
39345,jacksonville, florida, usa,50
39646,others, pennsylvania, usa,40
40889,brainerd, minnesota, usa,40
41781,others, michigan, usa,100
44663,klang, selangor, malaysia,10
45585,san diego, california, usa,10
46389,others, north carolina, usa,100
46767,leipzig, sachsen, germany,30
47971,toronto, ontario, canada,50
48268,vienna, vienna, austria,20
48911,new orleans, louisiana, usa,100
49168,others, west virginia, usa,100
49994,others, wisconsin, usa,50
52584,livermore, california, usa,50
52994,colton, oregon, usa,10
54005,lacey, washington, usa,100
54884,nashua, new hampshire, usa,35
55027,burlington, north carolina, usa,50
55492,antioch, illinois, usa,50
57108,new york, new york, usa,40
57423,coburg, oregon, usa,10
57632,pearland, texas,,10
59038,san antonio, texas, usa,30
59390,uniontown, pennsylvania, usa,10
60130,lowell, arkansas, usa,50
60569,chardon, ohio, usa,50
60683,hartford, wisconsin, usa,50
62667,warsaw, virginia, usa,100
62881,milwaukee, wisconsin, usa,40
63470,reno, nevada, usa,100
64535,fredericksburg, virginia, usa,50
64679,buffalo grove, illinois, usa,10
66387,others, indiana, usa,100
67487,melbourne, florida, usa,35
68256,others, oklahoma, usa,30
68537,friendswood, texas, usa,100
69232,mooresville, north carolina, usa,100
70205,fresno, california, usa,10
70666,warwick, rhode island, usa,20
72523,grand island, new york, usa,10
72975,minneapolis, minnesota, usa,30
74709,macomb, michigan, usa,30
75691,cincinnati, ohio, usa,20
75819,others, new york, usa,10
76352,olympia, washington, usa,100
76368,langley, british columbia, canada,10
76942,sacramento, california, usa,30
78165,bologna, emilia romagna, italy,10
78754,others, illinois, usa,10
78834,honolulu, hawaii, usa,30
78973,amadora, lisboa, portugal,30
79186,fairbanks, alaska, usa,40
79740,st. louis, missouri, usa,30
80810,warrensburg, missouri, usa,35
81088,others, hampshire, united kingdom,20
81298,savannah, georgia, usa,30
82114,fair oaks, california, usa,10
82893,san antonio, texas, usa,50
83034,fairbanks, alaska, usa,10
84024,abilene, texas, usa,40
84611,fremont, california, usa,10
85534,cleveland, ohio, usa,50
86303,denver, colorado, usa,35
86969,forest grove, oregon, usa,100
87257,coeur d`alene, idaho, usa,10
87929,portland, maine, usa,30
88006,fresno, california, usa,30
90322,lakeland, minnesota, usa,10
91633,others, california, usa,30
91832,miami, florida, usa,10
93055,st. charles, missouri, usa,10
93363,farmington hills, michigan, usa,35
93643,others, texas, usa,10
93772,portland, oregon, usa,10
93800,mount vernon, washington, usa,100
94139,san marcos, california, usa,10
94396,shoreline, washington, usa,100
97721,castro valley, california, usa,50
98012,others, washington, usa,50
98468,eugene, oregon, usa,35
98723,cincinnati, ohio, usa,30
98923,others, ohio, usa,10
100009,victoria, british columbia, canada,50
100393,riverside, california, usa,10
101209,others, arizona, usa,50
102647,modesto, california, usa,20
102967,olympia, washington, usa,100
103315,others, ohio, usa,35
103416,tucson, arizona, usa,35
105124,sarasota, ,,10
105937,tampa, florida, usa,30
105979,oakland, california, usa,30
106230,others, texas, usa,10
107201,troy, michigan, usa,40
107244,appleton, wisconsin, usa,100
107784,others, pennsylvania, usa,10
108143,cincinnati, ohio, usa,20
108247,others, north carolina, usa,10
110127,cambridge, massachusetts, usa,10
110440,fairfax, virginia, usa,30
110558,los angeles, california, usa,10
110973,others, west virginia, usa,50
112001,others, virginia, usa,50
112093,spencer, indiana, usa,40
112280,others, missouri, usa,100
113328,others, new york, usa,10
114544,antelope, california, usa,40
115003,asheville, north carolina, usa,50
115120,sherman oaks, california, usa,30
116127,vancouver, washington, usa,10
116428,pickering, ontario, canada,50
117594,moline, illinois, usa,30
118659,blacksburg, virginia, usa,40
120396,others, virginia, usa,50
120771,garland, texas, usa,50
122251,others, north dakota, usa,35
122440,vancouver, british columbia, canada,30
122658,atlanta, georgia, usa,10
123137,decatur, georgia, usa,10
123430,others, south carolina, usa,10
123790,mount vernon, new york, usa,30
123981,phoenix, arizona, usa,50
124259,boulder, colorado, usa,10
124363,tallahassee, florida, usa,40
124487,others, new mexico, usa,10
125039,lafayette, indiana, usa,30
125519,irvine, california, usa,50
126492,westmont, illinois, usa,35
127200,urbana, illinois, usa,10
128185,glendale, missouri, usa,40
128208,san antonio, texas, usa,35
128463,jersey city, new jersey, usa,10
129084,boise, idaho, usa,40
130784,ferndale, washington, usa,10
131046,others, connecticut, usa,30
131681,muskegon, michigan, usa,50
131703,others, new york, usa,10
131837,others, utah, usa,10
132144,seattle, washington, usa,10
133706,palmyra, western australia, australia,35
133738,indianapolis, indiana, usa,30
134264,phoenix, arizona, usa,10
134797,elk grove, california, usa,10
134863,san jose, california, usa,10
135149,others, florida, usa,10
135831,potomac falls, virginia, usa,10
136096,arlington, virginia, usa,50
136396,warren, ohio, usa,35
136707,others, louisiana, usa,100
137589,others, oregon, usa,40
140824,others, hessen, germany,100
141444,others, massachusetts,,10
143134,marion, arkansas, usa,30
143253,others, tennessee, usa,30
143939,ellensburg, washington, usa,10
144062,stow, massachusetts, usa,20
144255,others, hessen, germany,10
144478,others, texas, usa,40
144531,pleasanton, california, usa,40
145619,middletown, connecticut, usa,40
146113,cary, north carolina, usa,10
146279,others, missouri, usa,50
146816,minneapolis, minnesota, usa,10
147965,others, florida, usa,10
149120,others, michigan, usa,10
150400,sacramento, california, usa,10
150896,vancouver, washington, usa,35
151004,others, new jersey, usa,50
151063,san antonio, texas, usa,100
152354,boston, massachusetts, usa,10
152696,studio city, california, usa,10
153513,little rock, arkansas, usa,35
153718,others, illinois, usa,30
154730,encinitas, california, usa,50
155495,hood river, oregon, usa,30
156300,others, california, usa,50
159440,lille, nord, france,30
159506,portland, oregon, usa,30
160735,blaine, minnesota, usa,40
160819,miami, florida, usa,50
161870,others, ohio, usa,10
163194,west linn, ,,100
163693,decatur, alabama, usa,40
164323,delta, british columbia, canada,35
165618,pforzheim, baden-wuerttemberg, germany,10
165842,doylestown, pennsylvania, usa,10
165884,louisville, kentucky, usa,10
166391,hanover, pennsylvania, usa,100
167038,kissimmee, florida, usa,10
167800,olive branch, mississippi, usa,100
168132,middletown, maryland, usa,40
169403,marietta, georgia, usa,50
170518,gaithersburg, maryland, usa,100
170580,carlsbad, california, usa,10
171078,langley, british columbia, canada,50
172539,lakewood, california, usa,10
172742,astoria, oregon, usa,50
173415,chicago, illinois, usa,35
173684,chula vista, california, usa,20
174642,others, pennsylvania, usa,10
175117,royersford, pennsylvania, usa,10
176477,others, ohio, usa,50
176790,irvine, california, usa,50
176894,salt lake city, utah, usa,35
178130,auburn, washington, usa,50
179068,omaha, nebraska, usa,35
181519,oakville, connecticut, usa,10
182459,fort wayne, indiana, usa,30
182746,jacksonville, florida, usa,50
185384,st. charles, missouri, usa,10
185722,long beach, california, usa,30
186570,others, illinois, usa,30
187266,others, nebraska, usa,100
187533,san jose, san jose, costa rica,100
187944,others, new jersey, usa,50
189655,pittsburgh, pennsylvania, usa,10
190741,corpus christi, texas, usa,100
192353,las vegas, nevada, usa,30
192399,grand rapids, michigan, usa,10
193529,florissant, missouri, usa,100
193898,paradise, pennsylvania, usa,10
195347,riverside, california, usa,10
195469,others, new york, usa,40
195694,tucson, arizona, usa,30
197364,cumming, georgia, usa,35
198046,milwaukee, wisconsin, usa,100
198412,others, new jersey, usa,20
198483,silver spring, maryland, usa,10
198711,others, minnesota, usa,100
199092,rotterdam, zuid-holland, netherlands,100
199640,bellingham, washington, usa,10
200234,others, ontario, canada,100
200402,campbell, california, usa,40
201548,others, baden-wuerttemberg, germany,30
202619,encino, california, usa,30
203649,mount vernon, kentucky, usa,50
204504,woodside, new york, usa,50
205963,santa clara, california, usa,100
206423,columbia, maryland, usa,10
207259,florence, oregon, usa,40
207291,brisbane, queensland, australia,10
207782,midland, texas, usa,30
207825,fairbanks, alaska, usa,100
208147,federal way, washington, usa,50
208607,springfield, nebraska, usa,10
210276,others, ,,100
210717,others, new york, usa,50
210838,springfield, illinois, usa,100
211321,cincinnati, ohio, usa,20
213220,york, pennsylvania, usa,10
213760,omaha, nebraska, usa,35
214786,others, kentucky, usa,10
215256,sun valley, california, usa,35
215949,others, michigan, usa,10
216670,pensacola, florida, usa,10
216683,san jose, california, usa,10
217375,st. petersburg, florida, usa,40
217516,others, virginia, usa,100
217986,ypsilanti, michigan, usa,40
218121,brighton, colorado, usa,10
221445,portland, oregon, usa,10
222217,hamburg, hamburg, germany,30
223331,fort lauderdale, florida, usa,10
224435,warren, michigan, usa,30
224764,others, new jersey, usa,10
225717,warsaw,others, poland,35
225810,el cajon, california, usa,100
225826,dallas, oregon, usa,30
225989,palmdale, california, usa,30
226638,reno, nevada, usa,100
227392,waltham, massachusetts, usa,35
229011,mclean, virginia, usa,10
231237,others, hawaii,others,10
232131,oakland, california, usa,10
232271,iowa city, iowa, usa,50
232945,newport, rhode island, usa,30
233731,kingston, ontario, canada,50
234623,scarborough, maine, usa,10
235059,aurora, illinois, usa,30
235842,others, iowa, usa,50
235935,bridgeton, new jersey, usa,50
236172,chesapeake, virginia, usa,35
240024,amarillo, texas, usa,50
240144,others, wisconsin, usa,35
240567,hawthorne, new jersey, usa,35
240951,austin, minnesota, usa,50
241306,others, north carolina, usa,35
241548,saratoga, california, usa,50
241666,san francisco, california, usa,40
241980,ashburn, virginia, usa,40
242843,scottsdale, arizona, usa,50
242891,others, texas, usa,100
243930,others,others, france,50
244349,others, california, usa,50
244627,shelbyville, tennessee, usa,35
244761,santa rosa, california, usa,10
245616,sacramento, california, usa,30
245963,saint louis, missouri, usa,10
246333,memphis, tennessee, usa,35
246655,mooresville, north carolina, usa,10
250101,phoenix, arizona, usa,100
250184,renton, washington, usa,10
251122,others, iowa, usa,10
251377,sacramento, california, usa,10
251613,sonoma, california, usa,35
253106,others, new york, usa,50
254971,boise, idaho, usa,100
255719,columbus, ohio, usa,35
256407,florissant, missouri, usa,100
256925,louisville, kentucky, usa,35
258534,others, texas, usa,35
258884,belvidere, illinois, usa,10
259078,fairbanks, alaska, usa,50
259223,others, idaho,others,100
259543,south san francisco, california, usa,10
259778,hillsboro, oregon, usa,10
259846,rohnert park, calabria, usa,10
260897,chicago, illinois, usa,30
261378,omaha, nebraska, usa,10
261829,fpo, ap, usa,35
262846,greenville, texas, usa,10
263163,austin, texas, usa,30
263644,others, massachusetts, usa,10
263877,victoria, british columbia, canada,50
265115,vista, california, usa,10
265276,missoula, montana, usa,40
265313,morrisville, north carolina, usa,35
266268,camden, south carolina, usa,10
267549,olympia, washington, usa,35
268330,miami, florida, usa,30
269566,seattle, washington, usa,10
269614,others, wisconsin, usa,50
271284,alexandria, virginia, usa,100
271558,henderson, nevada, usa,40
273190,others, ,,100
273979,others, pennsylvania, usa,30
274167,whitehorse, yukon territory, canada,100
274308,others, florida, usa,35
274823,austin, texas, usa,10
276641,porto, porto, portugal,30
277478,others, zuid-holland, netherlands,35
3373,elk grove, california, usa,35
4781,manchester, new hampshire, usa,50
5555,others,others, france,10
6026,bangor, maine, usa,10
6242,calgary, alberta, canada,10
7210,others, new brunswick, canada,10
8362,los angeles, california, usa,30
8570,rochester, new york, usa,30
11104,others, pennsylvania, usa,10
12863,london, england, united kingdom,30
14449,saskatoon, saskatchewan, canada,100
16231,kanata, ontario, canada,35
17003,carlsbad, california, usa,10
20265,tampa, florida, usa,30
21870,carlisle, pennsylvania, usa,10
22625,others, new york, usa,100
27624,london, england, united kingdom,100
28056,lancaster, pennsylvania, usa,40
32793,quebec, quebec, canada,30
34588,west linn, oregon, usa,10
34864,others, franche-comté, france,40
36197,topeka, kansas, usa,50
36715,lexington, kentucky, usa,10
36907,others, ontario, canada,40
40330,germantown, maryland, usa,10
40612,sterling heights, michigan, usa,30
43619,shrewsbury, massachusetts, usa,30
49980,others, new york, usa,30
52832,highland park, illinois, usa,10
57105,roswell, georgia, usa,35
58363,colorado springs, colorado, usa,100
61619,coburg, oregon, usa,10
63956,others, kansas, usa,30
64763,chicago, illinois, usa,50
68943,coventry, connecticut, usa,10
69378,mililani, hawaii, usa,50
75723,farmington hills, michigan, usa,10
77181,louisville, kentucky, usa,35
80683,new castle, delaware, usa,30
80837,fort myers, florida, usa,35
82407,washington, dc, usa,10
85653,lansdowne, pennsylvania, usa,100
85656,cottage grove, oregon, usa,50
86219,ludwigshafen, rheinland-pfalz, germany,30
86243,christchurch, canterbury, new zealand,10
86835,mercer island, ,,10
87746,wallingford, connecticut, usa,100
89856,seattle, washington, usa,35
91931,new westminster, british columbia, canada,50
92810,manistee, michigan, usa,100
93698,others, british columbia, canada,100
95392,toronto, ontario, canada,30
95932,manchester, new hampshire, usa,40
99946,chicago, illinois, usa,10
100459,others, california, usa,40
101043,others, pennsylvania, usa,10
101559,winchester, virginia, usa,10
101851,keizer, oregon, usa,30
102327,atlanta, georgia, usa,10
102359,springfield, oregon, usa,10
102430,portage, wisconsin, usa,40
104796,anchorage, alaska, usa,40
105214,pittsburgh, pennsylvania, usa,35
105517,calgary, alberta, canada,30
107258,lowell, massachusetts, usa,10
108005,greenfield, wisconsin, usa,30
112026,lakewood, washington, usa,20
114698,olympia, washington, usa,100
116210,others, noord-brabant, netherlands,50
117041,mesa, arizona, usa,10
118135,porto, porto, portugal,30
119858,centennial, colorado, usa,100
120807,corrales, new mexico, usa,50
124298,stockton, california, usa,30
124874,warren, new jersey, usa,35
125774,tehran, tehran, iran,40
127429,kansas city, missouri, usa,30
129373,mercer island, ,,100
129716,tallahassee, florida, usa,35
132230,pittsburgh, pennsylvania, usa,100
132930,others, england, united kingdom,30
134869,others, california, usa,10
136205,others, illinois, usa,40
143968,others, florida, usa,40
144803,little rock, arkansas, usa,30
146932,miami, florida, usa,35
148744,others, wisconsin, usa,100
150968,manchester, new hampshire, usa,50
153042,ann arbor, michigan, usa,40
153577,grand rapids, michigan, usa,10
153662,others, georgia, usa,50
156150,howell, new jersey, usa,40
157273,dripping springs, texas, usa,40
157799,others, noord holland, netherlands,50
159732,others, new jersey, usa,50
160032,heidelberg, baden-württemberg, germany,10
165319,tucson, arizona, usa,30
167812,vancouver, washington, usa,40
171295,silver spring, maryland, usa,30
173018,christchurch, canterbury, new zealand,10
174326,winnipeg, manitoba, canada,40
174633,nashville, tennessee, usa,35
175003,round rock, texas, usa,35
176838,helsinki, uusimaa, finland,30
178667,freehold, new jersey, usa,35
184299,omaha, nebraska, usa,35
187145,others, washington, usa,100
196457,seattle, washington, usa,10
202182,st. charles, illinois, usa,30
202547,owensboro, kentucky, usa,30
204864,simi valley, california, usa,50
204909,salt lake city, utah, usa,10
207965,eugene, oregon, usa,50
212847,others, texas, usa,10
212849,ft. lauderdale, florida, usa,100
215388,citrus heights, california, usa,10
218421,others, british columbia, canada,35
221232,rock hill, south carolina, usa,30
223402,san carlos, california, usa,40
224138,carlsbad, california, usa,10
224236,others, new jersey, usa,10
227025,saskatoon, saskatchewan, canada,35
227275,saskatoon, saskatchewan, canada,50
227884,virginia beach, virginia, usa,30
230249,others, pennsylvania, usa,10
231210,roanoke, virginia, usa,50
232103,durham, north carolina, usa,35
234205,lake worth, florida, usa,20
235011,seattle, washington, usa,10
237436,idaho falls, idaho, usa,10
238120,louisville, kentucky, usa,30
240353,houston, texas, usa,50
240401,denver, colorado, usa,100
241214,others, ,,10
243879,los angeles, california, usa,35
244171,moline, illinois, usa,100
244643,santa rosa, california, usa,10
250764,others, oregon, usa,10
250892,st. petersburg, florida, usa,30
251150,others, new york, usa,10
252627,tucson, arizona, usa,10
253855,edmonton, alberta, canada,30
254160,millbrae, california, usa,35
258109,hamburg, hamburg, germany,40
258747,long beach, california, usa,50
264543,quincy, massachusetts, usa,10
264657,st. louis, missouri, usa,30
266283,walla walla, washington, usa,100
267293,ferndale, california, usa,10
269688,chicago, illinois, usa,10
269799,new york, new york, usa,10
271135,ann arbor, michigan, usa,10
271144,albuquerque, new mexico, usa,30
274056,seattle, washington, usa,30
277711,mannheim, baden-wuerttemberg, germany,35
278418,omaha, nebraska, usa,10
6910,bothell, washington, usa,10
7913,others, california, usa,50
58516,others, ohio, usa,35
59971,kingwood, texas, usa,30
60244,alvin, texas, usa,50
79089,others, kansas, usa,30
98758,calgary, alberta, canada,30
113817,melbourne, victoria, australia,30
126604,others, massachusetts, usa,30
146348,tigard, oregon, usa,10
172760,san antonio, texas, usa,30
187763,others, new york, usa,35
196108,seattle, washington, usa,35
206202,arlington heights, illinois, usa,20
271622,others, n/a,others,10
3675,barcelona, catalunya, spain,30
6366,madrid, madrid, spain,30
13872,barcelona, catalunya, spain,20
16654,málaga, andalucia, spain,40
16673,others, cadiz, spain,35
17183,zaragoza, zaragoza, spain,30
18384,palma de mallorca, baleares, spain,40
55217,vigo, pontevedra, spain,30
80908,lleida, catalunya, spain,35
94985,others, catalunya, spain,40
105476,zaragoza, aragón, spain,30
124888,mataró, barcelona, spain,30
126644,zaragoza, aragon, spain,35
131126,barcelona, catalunya, spain,35
134556,santander, cantabria, spain,30
136633,others,others, spain,35
137437,sevilla, sevilla, spain,30
141518,vigo, pontevedra,,30
152107,zaragoza, zaragoza, spain,50
156502,zaragoza, aragón, spain,35
157118,bilbao, bizkaia, spain,10
158627,valladolid, castilla y león, spain,35
164533,sitges, barcelona, spain,50
182987,others, álava, spain,10
187810,others, catalunya, spain,50
189750,córdoba, andalucía, spain,30
214920,lleida, catalunya, spain,40
217740,madrid, madrid, spain,40
229501,zaragoza, zaragoza, spain,30
240440,barcelona, catalunya, spain,35
241268,barcelona, catalunya, spain,35
248325,zaragoza, dc, spain,35
254982,san sebastian, guipuzcoa, spain,30
267172,others, alicante, spain,30
12,others, california, usa,10
67997,lincoln city, oregon, usa,100
14,others, iowa, usa,10
164027,burlington, ontario, canada,10
174791,long beach, california, usa,40
259901,others, manitoba, canada,10
242,others, baden-wuerttemberg, germany,40
487,houston, texas, usa,10
626,graz, steiermark, austria,50
899,bielefeld, nordrhein-westfalen, germany,30
901,worcester,others, united kingdom,30
1025,maidstone, england, united kingdom,35
1140,bridgewater, new jersey, usa,20
1343,others, england, united kingdom,35
1435,st. louis, missouri, usa,40
1486,others, victoria, australia,100
1733,independence, west virginia, usa,35
1863,others, bayern, germany,50
1903,others,others, taiwan,40
2411,others, florida, usa,40
2766,frisco, texas, usa,50
3032,sydney, new south wales, australia,50
3556,bismarck, north dakota, usa,100
4092,others, tennessee, usa,30
4131,others, england, united kingdom,100
4285,adrian, michigan, usa,100
4514,others, braga, portugal,30
4571,melbourne, victoria, australia,30
4784,arvada, colorado, usa,30
5126,chula vista, california, usa,100
5471,barcelona, catalunya, spain,100
5506,others, new york, usa,20
5543,cumberland, maryland, usa,30
5581,newtown, new south wales, australia,30
5604,others, bayern, germany,50
5815,rockville, maryland, usa,10
5916,others, victoria, australia,35
6120,elizabethtown, kentucky, usa,40
6251,wahiawa, hawaii, usa,35
6431,others, texas, usa,35
6507,others,others, spain,30
6543,others, missouri, usa,35
7105,others, england, united kingdom,10
7125,apo,others, usa,30
7158,omaha, nebraska, usa,35
7286,others, washington, usa,30
7426,la, california, usa,10
7864,klang, selangor, malaysia,20
8361,melbourne, victoria, australia,30
8453,berkeley, california, usa,50
8529,logroño, la rioja, spain,10
8660,innsbruck, tirol, austria,30
8674,singapore, n/a, singapore,30
8681,orlando, florida, usa,35
8685,marietta, georgia, usa,35
9080,campinas, sao paulo, brazil,30
9224,woodbridge, suffolk, united kingdom,10
9381,others, surrey, united kingdom,10
9414,ipswich, suffolk, united kingdom,40
9571,others, schleswig-holstein, germany,30
9908,woodstock, georgia, usa,40
10118,minneapolis, minnesota, usa,50
10494,phoenix, arizona, usa,30
10532,others, west yorkshire, united kingdom,30
10570,singapore, n/a, singapore,10
10590,shah alam, selangor, malaysia,30
10649,buenos aires, buenos aires, argentina,30
10819,richmond, kentucky, usa,30
11120,others, uusimaa, finland,100
11245,scarborough, ontario, canada,10
11554,houston, texas, usa,40
11690,others, rheinland-pfalz, germany,35
11724,others, pennsylvania, usa,50
11768,others,others, india,20
11832,juneau, alaska, usa,10
11944,others, porto, portugal,30
11993,lakewood, colorado, usa,40
12189,ourense, galicia, spain,30
12264,others, idaho, usa,40
12272,ploiesti, prahova, romania,20
12331,athens, n/a, greece,35
12512,deventer, overijssel, netherlands,35
12835,hamburg, hamburg, germany,40
13088,others, emilia romagna, italy,20
13093,zaragoza, aragon, spain,30
13221,others,others, canada,50
13479,rotterdam, zuid holland, netherlands,35
13600,athens,others, greece,10
13664,escondido, california, usa,10
13722,benton, arkansas, usa,50
14049,burnaby, british columbia, canada,10
14079,valencia, valencia, spain,50
14212,americus, georgia, usa,50
14336,manchester, new hampshire, usa,30
14387,others, leicestershire, england,40
14461,aachen, nordrhein-westfalen, germany,35
15049,others, texas, usa,30
15418,vitoria, álava, spain,30
15459,others, wisconsin, usa,10
15523,others, selangor, malaysia,30
15957,sydney, new south wales, australia,30
16086,others, england, united kingdom,40
16130,others, california, usa,35
16151,hobart, tasmania, australia,40
16155,kuala lumpur, , malaysia,50
16263,ashland, wisconsin, usa,10
16319,others, south australia, australia,50
16504,kuching, sarawak, malaysia,30
16634,little rock, arkansas, usa,50
16943,sydney, new south wales, australia,10
16999,alexandria, virginia, usa,50
17282,others, pennsylvania, usa,40
17507,dublin, dublin, ireland,40
17842,washington, dc, usa,30
17890,wisconsin rapids, wisconsin, usa,20
17950,others, selangor, malaysia,35
18097,kiel, schleswig-holstein, germany,30
18199,highlands ranch, colorado, usa,100
18323,augusta, maine, usa,50
18527,others,others, iran,50
19085,others, wisconsin, usa,100
19974,bradford, england, united kingdom,35
20060,baltimore, maryland, usa,50
20147,cincinnati, ohio, usa,10
20201,grove city, ohio, usa,35
20401,graz, steiermark, austria,30
20911,katy, texas, usa,100
20983,others, new jersey, usa,50
21031,alexandria, virginia, usa,40
21252,duluth, minnesota, usa,30
21268,blacksburg, south carolina, usa,100
21364,san diego, california, usa,35
21368,others, midlothian, united kingdom,35
21404,west vancouver, british columbia, canada,10
21484,madison, wisconsin, usa,30
21576,memphis, tennessee, usa,35
21659,san jose, california, usa,35
21660,chattanooga, tennessee, usa,100
21860,bellingham, washington, usa,10
22012,canberra, australian capital territory, australia,10
22082,rio de janeiro, rio de janeiro, brazil,30
22121,edinburgh, scotland, united kingdom,35
22338,florissant, missouri, usa,35
22343,lisbon, lisbon, portugal,30
22362,fresno, california, usa,35
22648,others, alsace, france,40
22710,bochum, nordrhein-westfalen, germany,35
22981,rennes, bretagne, france,30
23021,san diego, california, usa,20
23296,rye, victoria, australia,100
23366,sidney, nebraska, usa,100
23571,burbank, california, usa,50
23680,carmichael, ,,10
23902,london, england, united kingdom,10
24188,college park, maryland, usa,10
24194,others, illinois, usa,30
24261,manchester, connecticut, usa,100
24664,others,others, portugal,10
24921,others, arizona, usa,30
25395,others, north carolina, usa,100
25419,adelaide, south australia, australia,20
25533,derby, derbyshire, united kingdom,40
25583,worcester, massachusetts, usa,10
25636,others, england, united kingdom,50
25695,others, new mexico, usa,35
25768,others, western australia, australia,35
25890,ridgewood,others, usa,10
25893,others, sachsen-anhalt, germany,30
25895,smyrna, georgia, usa,10
26371,vancouver, british columbia, canada,100
26443,others,others, france,30
26509,baltimore, maryland, usa,10
26525,mountain view, california, usa,100
26583,others, quebec, canada,10
26706,st. louis, missouri, usa,30
26806,others, new south wales, australia,20
26813,others, umbria, italy,30
26979,winnipeg, manitoba, canada,10
27140,baltimore, maryland, usa,50
27462,lima, ohio, usa,10
27568,others, england, united kingdom,100
27650,canberra, australian capital territory, australia,30
27740,san diego, , usa,100
27812,long beach, california, usa,35
27813,others, texas, usa,35
28091,fort collins, colorado, usa,10
28204,others, nova scotia, canada,100
28262,others, california, usa,40
28360,others, georgia, usa,20
28492,others, england, united kingdom,35
28591,others, tennessee, usa,35
28632,vancouver, washington, usa,40
28648,others, iowa, usa,20
28663,others, barcelona, spain,10
28735,hannover, niedersachsen, germany,100
28764,christchurch, canterbury, new zealand,30
